smiles,HOMO,LUMO,gap
O=C1N(CC(CCCC)CCCCCC)C(C2=C(C3=CC(SC(C)=C4CCCCCC)=C4S3)SC(C5=CC6=C(S5)C(CCCCCC)=C(C7=CC8=C(OCC(CCCC)CC)C9=C(C=C(C)S9)C(OCC(CCCC)CC)=C8S7)S6)=C21)=O,5.42,3.52,1.89
O=C1N(CC(CCCCCCCCCC)CCCCCCCC)C(C2=C(C3=CC(SC(C)=C4CCCCCC)=C4S3)SC(C5=CC6=C(S5)C(CCCCCC)=C(C7=CC8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C(C=C(C)S%10)C(C%11=CC=C(CC(CCCC)CC)S%11)=C8S7)S6)=C21)=O,5.38,3.47,1.85
CC(S1)=CC2=C1C(OCCCCCCCC)=C(C=C(C3=C4C(C=C(C(OCCCCCCCCCCCC)=O)S4)=C(C)S3)S5)C5=C2OCCCCCCCC,4.9,3.2,1.58
CC(S1)=CC2=C1C(OCCCCCCCC)=C(C=C(C3=C4C(C=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCCCCCCCC,4.94,3.22,1.59
CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C=C(C(OCCCCCCCC)=O)S4)=C(C)S3)S5)C5=C2OCC(CCCC)CC,5.01,3.24,1.62
CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C=C(C(OCC(CCCCCC)CCCC)=O)S4)=C(C)S3)S5)C5=C2OCC(CCCC)CC,5.01,3.17,1.61
CC(S1)=CC2=C1C(CCCCCCCC)=C(C=C(C3=C4C(C=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2CCCCCCCC,5.04,3.29,1.63
CC(S1)=CC2=C1C(OCCCCCCCC)=C(C=C(C3=C4C(C(F)=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCCCCCCCC,5.12,3.31,1.63
CC(S1)=CC2=C1C(C3=CC=C(SCCCCCCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CCCC)CC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCCCCCCCC)S7,5.29,3.69,1.6
CC(S1)=CC2=C1C(C3=CC=C(SCC(CCCC)CC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CCCC)CC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCC(CC)CCCC)S7,5.29,3.7,1.59
CC(S1)=CC2=C1C(C3=CC=C(SCCC(C)CCCC(C)C)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CCCC)CC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCCC(C)CCCC(C)C)S7,5.29,3.68,1.61
CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CC(CCCC)CC)C4=O)=O)=C(C)S3)S5)C5=C2OCC(CCCC)CC,5.48,3.73,1.75
CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCC(C)CCCC(C)C)C4=O)=O)=C(C)S3)S5)C5=C2OCC(CCCC)CC,5.57,3.87,1.7
CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCCC)C4=O)=O)=C(C)S3)S5)C5=C2OCC(CCCC)CC,5.4,3.67,1.73
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C5C(C(N(CCCCCCCC)C5=O)=O)=C(C)S4)S6)C6=C2C7=CC=C(CC(CC)CCCC)S7,5.61,3.76,1.85
CC(S1)=CC2=C1C(C3=CC=C(CCCCCCCCCC)S3)=C(C=C(C4=C5C(C(N(CCCCCCCC)C5=O)=O)=C(C)S4)S6)C6=C2C7=CC=C(CCCCCCCCCC)S7,5.47,3.67,1.8
CC(S1)=CC2=C1C(C3=CC=C(CCCCCCCCCCCC)S3)=C(C=C(C4=C5C(C(N(CCCCCCCC)C5=O)=O)=C(C)S4)S6)C6=C2C7=CC=C(CCCCCCCCCCCC)S7,5.56,3.74,1.82
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCC)CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCC)CCCCCCCC)S9,5.09,3.45,1.64
CC(S1)=CC2=C1C(C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC(CCCCCCCC)=C(CCCCCCCC)S9,5.11,3.43,1.68
CC(S1)=CC2=C1C(C3=C(CCCCCCCC)C=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(CCCCCCCC)C=C(CCCCCCCC)S9,5.31,3.56,1.75
CC(S1)=CC2=C1C(OCCCCCCCC)=C(C=C(C3=C4C(C=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCCCCCCCC,4.94,3.22,1.59
CC(S1)=CC2=C1C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(F)=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCC(CC)CCCC,5.15,3.31,1.68
CC(S1)=C(F)C2=C1C(OCC(CC)CCCC)=C(C(F)=C(C3=C4C(C=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCC(CC)CCCC,5.41,3.6,1.75
CC(S1)=C(F)C2=C1C(OCC(CC)CCCC)=C(C(F)=C(C3=C4C(C(F)=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCC(CC)CCCC,5.48,3.59,1.73
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C6C(C=C(C(OCC(CCCCCCCC)CCCCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9,4.9,3.29,1.61
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C6C(C(F)=C(C(OCC(CCCCCC)CCCCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9,4.95,3.29,1.65
CC(S1)=CC2=C1C(C3=CC(F)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C6C(C=C(C(OCC(CCCCCCCC)CCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC(F)=C(CC(CCCC)CC)S9,5.15,3.29,1.64
CC(S1)=CC2=C1C(C3=CC(F)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C6C(C(F)=C(C(OCC(CCCCCCCC)CCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC(F)=C(CC(CCCC)CC)S9,5.2,3.29,1.64
CC(S1)=CC2=C1C(CCC(CCCCCC)CCCC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NN(CC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CCC(CCCC)CCCCCC,5.29,2.87,1.98
CC(S1)=CC2=C1C(CCC(CCCCCC)CCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NN(CC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CCC(CCCC)CCCCCC,5.36,3.05,2.0
CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CCCC)CC)=C(C)S5)C6=NSN=C64)S3)O7)C7=C2OCC(CCCC)CC,5.1,3.5,1.6
CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NSN=C64)S3)O7)C7=C2OCC(CCCC)CC,5.11,3.38,1.73
CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NN(CCCCCCCC)N=C64)S3)O7)C7=C2OCC(CCCC)CC,4.99,3.06,1.93
CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NON=C64)S3)O7)C7=C2OCC(CCCC)CC,5.19,3.49,1.7
CC(S1)=CC2=C1C(C3=CC=C(CCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CCCCCC)S9,5.26,3.59,1.67
CC(S1)=CC2=C1C(C3=CC=C(CCCCCC)O3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CCCCCC)O9,5.24,3.54,1.7
CC(O1)=CC2=C1C(C3=CC=C(CCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)O8)C8=C2C9=CC=C(CCCCCC)S9,5.08,3.4,1.68
CC(O1)=CC2=C1C(C3=CC=C(CCCCCC)O3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)O8)C8=C2C9=CC=C(CCCCCC)O9,5.11,3.5,1.61
CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC(F)=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)C6=NSN=C64)S3)O7)C7=C2OCC(CCCC)CC,5.33,3.73,1.6
CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC(F)=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2OCC(CCCC)CC,5.3,3.66,1.64
CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NON=C64)S3)S7)C7=C2OCC(CCCC)CC,5.27,3.53,1.74
CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NN(CCCCCCCC)N=C64)S3)S7)C7=C2OCC(CCCC)CC,5.06,3.11,1.95
CC(O1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NON=C75)S4)O8)C8=C2C9=CC=C(CC(CCCC)CC)S9,5.25,3.56,1.69
CC(O1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)O8)C8=C2C9=CC=C(CC(CCCC)CC)S9,5.15,3.49,1.66
CC(O1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NN(CCCCCCCC)N=C75)S4)O8)C8=C2C9=CC=C(CC(CCCC)CC)S9,4.92,3.14,1.78
CC(S1)=CC2=C1C(OCC(CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=N[Se]N=C64)S3)S7)C7=C2OCC(CCCCCCCCCC)CCCCCCCC,5.18,3.63,1.55
CC(S1)=CC2=C1C(OCC(CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NSN=C64)S3)S7)C7=C2OCC(CCCCCCCCCC)CCCCCCCC,5.26,3.54,1.72
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)S3)=C(C=C(C4=CC=C(C5=C(F)C=C(C6=CC=C(C)S6)C7=N[Se]N=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)S9,5.19,3.59,1.6
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CN=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9,5.41,3.85,1.56
CC(S1)=CC2=C1C(C3=CC=C(CCCCCCCCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CN=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CCCCCCCCCCCC)S9,5.44,3.91,1.53
CC(S1)=CC2=C1C(C3=C(CCCCCCCC)C=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(CCCCCCCC)C=C(CCCCCCCC)S9,5.31,3.56,1.75
CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)C=C3)=C(C=C(C4=C(CC(CCCC)CC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)C=C9,5.35,3.65,1.7
CC(S1)=CC2=C1C(C3=CC=C(OCC(CCCC)CC)C=C3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NON=C75)S4)S8)C8=C2C9=CC=C(OCC(CC)CCCC)C=C9,5.56,3.91,1.65
CC(S1)=CC2=C1C(C3=CC=C(OCC(CCCC)CC)C=C3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(OCC(CC)CCCC)C=C9,5.46,3.84,1.62
CC(S1)=CC2=C1C(C3=CC=C(OCC(CCCC)CC)C=C3)=C(C=C(C4=C(CCCCCCCCCCCC)C=C(C5=C(F)C=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(OCC(CC)CCCC)C=C9,5.43,3.9,1.53
CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NON=C75)S4)S8)C8=C2C9=CC=C(CC(CC)CCCC)S9,5.46,3.68,1.78
CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)C=C3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NON=C75)S4)S8)C8=C2C(C=C9)=CC=C9CC(CC)CCCC,5.4,3.62,1.78
CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)O3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NON=C75)S4)S8)C8=C2C9=CC=C(CC(CC)CCCC)O9,5.38,3.6,1.78
CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C57)S4)O8)C8=C2C9=CC=C(CC(CCCC)CC)S9)S1,5.2,3.57,1.63
CC(S1)=CC2=C1C(CCC(CCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=C(F)C(F)=C(C5=CC(C[C@@H](CCCC)CC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2CC[C@H](CCCCCC)CCCC,5.53,3.8,1.73
CC(S1)=CC2=C1C(CCC(CCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CCCC)CC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2CCC(CCCCCC)CCCC,5.42,3.77,1.65
CC(S1)=CC2=C1C(CCC(CCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=C(F)C=C(C5=CC(CC(CCCC)CC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2CCC(CCCCCC)CCCC,5.48,3.81,1.67
CC(S1)=CC2=C1C(CCC(CCCCC)CCCCCCCC)=C(C=C(C3=C(CCCCCCCC)C=C(C4=C(F)C(F)=C(C5=CC(CCCCCCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2CC[C@H](CCCCC)CCCCCCCC,5.48,3.92,1.56
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCC)CC)S9,5.46,3.72,1.74
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCC)CC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCC)CC)S9,5.29,3.67,1.62
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CCCCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9,5.33,3.61,1.72
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=C(F)C(F)=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9,5.34,3.58,1.76
CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CCCCCC)C=C(C4=C(F)C(F)=C(C5=CC(CCCCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2OCC(CCCCCCCC)CCCCCC,5.31,3.61,1.7
CC(S1)=CC2=C1C(CCC(CCCC)CCCCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NN(CC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CCC(CCCC)CCCCCC,5.36,3.36,2.0
CC(S1)=CC2=C1C(OC[C@H](CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)O5)C6=NSN=C64)O3)S7)C7=C2OC[C@H](CCCC)CC,5.44,3.48,1.96
CC(S1)=CC2=C1C(OC[C@H](CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NSN=C64)S3)S7)C7=C2OC[C@H](CCCC)CC,5.35,3.53,1.82
CC(S1)=CC2=C1C(OC[C@@H](CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC(SC(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC(SC(C)=C6)=C6S5)C7=NSN=C74)=C8)=C8S3)S9)C9=C2OC[C@H](CCCCCCCC)CCCCCCCCCC,5.21,3.43,1.78
CC(S1)=CC2=C1C(OC[C@H](CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC(SC(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC(SC(C)=C6)=C6S5)C7=NON=C74)=C8)=C8S3)S9)C9=C2OC[C@H](CCCCCCCC)CCCCCCCCCC,5.31,3.54,1.77
CC(S1)=CC2=C1C(OC[C@@H](CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=C(CCCCCC)C(SC(C4=CC=C(C5=CC(SC(C)=C6CCCCCC)=C6S5)C7=NSN=C74)=C8)=C8S3)S9)C9=C2OC[C@H](CCCCCCCC)CCCCCCCCCC,5.29,3.59,1.7
CC(S1)=CC2=C1C(OC[C@@H](CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=C(CCCCCC)C(SC(C4=C(F)C(F)=C(C5=CC(SC(C)=C6CCCCCC)=C6S5)C7=NSN=C74)=C8)=C8S3)S9)C9=C2OC[C@H](CCCCCCCC)CCCCCCCCCC,5.37,3.64,1.73
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCC)CCCCCC)S3)=C(C=C(C4=C(CCCCCCCCCCC)C(SC(C5=CC=C(C6=CC(SC(C)=C7CCCCCCCCCCC)=C7S6)C8=NSN=C85)=C9)=C9S4)S%10)C%10=C2C%11=CC=C(CC(CCCCCCCC)CCCCCC)S%11,5.11,3.46,1.65
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCC)CCCCCC)S3)=C(C=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCC)CCCCCCCC)S9,5.15,3.52,1.63
CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C(OCC(CC)CCCC)C(OCC(CCCC)CC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CC)CCCC)S9,5.27,3.48,1.79
CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC(SC(C5=C(OCC(CCCCCC)CCCC)C(OCC(CCCC)CCCCCC)=C(C6=CC7=C(S6)C=C(C)S7)C8=NSN=C85)=C9)=C9S4)S%10)C%10=C2C%11=CC=C(CC(CC)CCCC)S%11,5.09,3.36,1.73
CC1=CC(CCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCC)CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCC)C=C(C4=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.2,3.4,1.8
CC1=CC(CCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.2,3.4,1.8
CC1=CC(CCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCCCC)CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCCCC)CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CC(CC)CCCC)=C(C2=NC(SC(C3=C(CC(CC)CCCC)C=C(C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCCCC)CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CC(CCCCCC)CCCC)=C(C2=NC(SC(C3=C(CC(CCCCCC)CCCC)C=C(C4=CC(CC(CCCC)CCCCCC)=C(C5=NC(SC(C6=C(CC(CCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.23,3.43,1.8
CC1=CC(CC(CCCCCC)CCCC)=C(C2=NC(SC(C3=C(CC(CCCCCC)CCCC)C=C(C4=CC(CC(CCCCCCCC)CCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.23,3.43,1.8
CC1=CC(CC(CCCCCC)CCCC)=C(C2=NC(SC(C3=C(CC(CCCCCC)CCCC)C=C(C4=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.23,3.43,1.8
CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.21,3.41,1.8
CC1=CC(CCCCCCCCCCCCCC)=C(C2=CC(CCCCCCCCCCCCCC)=C(C3=NC(SC(C4=C(CCCCCCCCCCCCCC)C=C(C5=C(CCCCCCCCCCCCCC)C=C(C)S5)S4)=N6)=C6S3)S2)S1,5.1,3.3,1.8
CC1=CC(C(CCCCCCCC)CCCCCC)=C(C2=NC(SC(C3=C(C(CCCCCCCC)CCCCCC)C=C(C)S3)=N4)=C4S2)S1,5.3,3.5,1.8
